year,state,type_of_crime,is_high_impact,total
2022,Nayarit,Secuestro,1,3
2022,Nayarit,Feminicidio,1,2
2022,Nuevo León,Otros Delitos,0,36078
2022,Nuevo León,Otros Delitos Contra el Patrimonio,0,31610
2022,Nuevo León,Violencia familiar,1,22480
2022,Nuevo León,Narcomenudeo,1,5361
2022,Nuevo León,Delitos Sexuales,0,4412
2022,Nuevo León,Robo con violencia,1,2984
2022,Nuevo León,Homicidio,1,1937
2022,Nuevo León,Extorsión,1,746
2022,Nuevo León,Feminicidio,1,102
2022,Nuevo León,Secuestro,1,22
2022,Oaxaca,Otros Delitos Contra el Patrimonio,0,14063
2022,Oaxaca,Otros Delitos,0,13843
2022,Oaxaca,Violencia familiar,1,7083
2022,Oaxaca,Robo con violencia,1,4382
2022,Oaxaca,Homicidio,1,1873
2022,Oaxaca,Delitos Sexuales,0,1596
2022,Oaxaca,Narcomenudeo,1,310
2022,Oaxaca,Extorsión,1,118
2022,Oaxaca,Feminicidio,1,40
2022,Oaxaca,Secuestro,1,31
2022,Puebla,Otros Delitos Contra el Patrimonio,0,29377
2022,Puebla,Otros Delitos,0,19691
2022,Puebla,Robo con violencia,1,13810
2022,Puebla,Violencia familiar,1,8191
2022,Puebla,Narcomenudeo,1,2435
2022,Puebla,Delitos Sexuales,0,2070
2022,Puebla,Homicidio,1,1369
2022,Puebla,Extorsión,1,126
2022,Puebla,Feminicidio,1,20
2022,Puebla,Secuestro,1,17
2022,Querétaro,Otros Delitos Contra el Patrimonio,0,27487
2022,Querétaro,Otros Delitos,0,18787
2022,Querétaro,Violencia familiar,1,5032
2022,Querétaro,Robo con violencia,1,2898
2022,Querétaro,Delitos Sexuales,0,2218
2022,Querétaro,Narcomenudeo,1,1505
2022,Querétaro,Homicidio,1,498
2022,Querétaro,Extorsión,1,224
2022,Querétaro,Secuestro,1,15
2022,Querétaro,Feminicidio,1,12
2022,Quintana Roo,Otros Delitos Contra el Patrimonio,0,22658
2022,Quintana Roo,Otros Delitos,0,14454
2022,Quintana Roo,Violencia familiar,1,6161
2022,Quintana Roo,Delitos Sexuales,0,2305
2022,Quintana Roo,Robo con violencia,1,2266
2022,Quintana Roo,Narcomenudeo,1,1881
2022,Quintana Roo,Homicidio,1,1472
2022,Quintana Roo,Extorsión,1,85
2022,Quintana Roo,Feminicidio,1,14
2022,Quintana Roo,Secuestro,1,1
2022,San Luis Potosí,Otros Delitos Contra el Patrimonio,0,23277
2022,San Luis Potosí,Otros Delitos,0,13976
2022,San Luis Potosí,Violencia familiar,1,8861
2022,San Luis Potosí,Robo con violencia,1,4846
2022,San Luis Potosí,Narcomenudeo,1,2408
2022,San Luis Potosí,Delitos Sexuales,0,1629
2022,San Luis Potosí,Homicidio,1,760
2022,San Luis Potosí,Extorsión,1,122
2022,San Luis Potosí,Feminicidio,1,12
2022,San Luis Potosí,Secuestro,1,11
2022,Sinaloa,Otros Delitos,0,8851
2022,Sinaloa,Otros Delitos Contra el Patrimonio,0,8728
2022,Sinaloa,Violencia familiar,1,6746
2022,Sinaloa,Robo con violencia,1,3619
2022,Sinaloa,Homicidio,1,1106
2022,Sinaloa,Delitos Sexuales,0,1029
2022,Sinaloa,Narcomenudeo,1,146
2022,Sinaloa,Extorsión,1,61
2022,Sinaloa,Feminicidio,1,20
2022,Sinaloa,Secuestro,1,5
2022,Sonora,Otros Delitos,0,10400
2022,Sonora,Otros Delitos Contra el Patrimonio,0,7211
2022,Sonora,Violencia familiar,1,6345
2022,Sonora,Robo con violencia,1,4321
2022,Sonora,Narcomenudeo,1,2341
2022,Sonora,Homicidio,1,1753
2022,Sonora,Delitos Sexuales,0,1035
2022,Sonora,Extorsión,1,62
2022,Sonora,Feminicidio,1,35
2022,Sonora,Secuestro,1,8
2022,Tabasco,Otros Delitos,0,20534
2022,Tabasco,Otros Delitos Contra el Patrimonio,0,12370
2022,Tabasco,Violencia familiar,1,7426
2022,Tabasco,Robo con violencia,1,3286
2022,Tabasco,Delitos Sexuales,0,905
2022,Tabasco,Homicidio,1,726
2022,Tabasco,Extorsión,1,134
2022,Tabasco,Narcomenudeo,1,38
2022,Tabasco,Feminicidio,1,17
2022,Tabasco,Secuestro,1,12
2022,Tamaulipas,Otros Delitos Contra el Patrimonio,0,12434
2022,Tamaulipas,Otros Delitos,0,11460
2022,Tamaulipas,Violencia familiar,1,7863
2022,Tamaulipas,Robo con violencia,1,2907
2022,Tamaulipas,Delitos Sexuales,0,1459
2022,Tamaulipas,Homicidio,1,1190
2022,Tamaulipas,Narcomenudeo,1,159
2022,Tamaulipas,Extorsión,1,114
2022,Tamaulipas,Feminicidio,1,19
2022,Tamaulipas,Secuestro,1,18
2022,Tlaxcala,Otros Delitos Contra el Patrimonio,0,2184
2022,Tlaxcala,Robo con violencia,1,958
2022,Tlaxcala,Otros Delitos,0,601
2022,Tlaxcala,Violencia familiar,1,275
2022,Tlaxcala,Homicidio,1,164
2022,Tlaxcala,Narcomenudeo,1,160
2022,Tlaxcala,Delitos Sexuales,0,58
2022,Tlaxcala,Extorsión,1,6
2022,Tlaxcala,Feminicidio,1,5
2022,Tlaxcala,Secuestro,1,4
2022,Veracruz de Ignacio de la Llave,Otros Delitos,0,31894
2022,Veracruz de Ignacio de la Llave,Otros Delitos Contra el Patrimonio,0,28712
2022,Veracruz de Ignacio de la Llave,Violencia familiar,1,11747
2022,Veracruz de Ignacio de la Llave,Robo con violencia,1,7380
2022,Veracruz de Ignacio de la Llave,Delitos Sexuales,0,1937
2022,Veracruz de Ignacio de la Llave,Homicidio,1,1847
2022,Veracruz de Ignacio de la Llave,Narcomenudeo,1,1703
2022,Veracruz de Ignacio de la Llave,Extorsión,1,834
2022,Veracruz de Ignacio de la Llave,Feminicidio,1,65
2022,Veracruz de Ignacio de la Llave,Secuestro,1,35
2022,Yucatán,Otros Delitos,0,2009
2022,Yucatán,Otros Delitos Contra el Patrimonio,0,1406
2022,Yucatán,Narcomenudeo,1,281
2022,Yucatán,Homicidio,1,198
2022,Yucatán,Delitos Sexuales,0,137
2022,Yucatán,Violencia familiar,1,125
2022,Yucatán,Robo con violencia,1,38
2022,Yucatán,Extorsión,1,10
2022,Yucatán,Feminicidio,1,5
2022,Yucatán,Secuestro,1,0
2022,Zacatecas,Otros Delitos Contra el Patrimonio,0,9200
2022,Zacatecas,Otros Delitos,0,8121
2022,Zacatecas,Violencia familiar,1,3408
2022,Zacatecas,Robo con violencia,1,1918
2022,Zacatecas,Homicidio,1,1360
2022,Zacatecas,Delitos Sexuales,0,724
2022,Zacatecas,Extorsión,1,485
2022,Zacatecas,Narcomenudeo,1,307
2022,Zacatecas,Feminicidio,1,15
2022,Zacatecas,Secuestro,1,8
2023,Aguascalientes,Otros Delitos Contra el Patrimonio,0,19326
2023,Aguascalientes,Otros Delitos,0,15330
2023,Aguascalientes,Violencia familiar,1,3214
2023,Aguascalientes,Narcomenudeo,1,2181
2023,Aguascalientes,Robo con violencia,1,1297
2023,Aguascalientes,Delitos Sexuales,0,608
2023,Aguascalientes,Homicidio,1,249
2023,Aguascalientes,Extorsión,1,106
2023,Aguascalientes,Feminicidio,1,3
2023,Aguascalientes,Secuestro,1,2
2023,Baja California,Otros Delitos Contra el Patrimonio,0,43332
2023,Baja California,Otros Delitos,0,37824
2023,Baja California,Violencia familiar,1,14626
2023,Baja California,Narcomenudeo,1,9839
2023,Baja California,Robo con violencia,1,8240
2023,Baja California,Delitos Sexuales,0,4450
2023,Baja California,Homicidio,1,2619
2023,Baja California,Extorsión,1,110
2023,Baja California,Feminicidio,1,20
2023,Baja California,Secuestro,1,10
2023,Baja California Sur,Otros Delitos Contra el Patrimonio,0,9810
2023,Baja California Sur,Otros Delitos,0,7789
2023,Baja California Sur,Violencia familiar,1,2946
2023,Baja California Sur,Delitos Sexuales,0,926
2023,Baja California Sur,Narcomenudeo,1,708
2023,Baja California Sur,Robo con violencia,1,444
2023,Baja California Sur,Extorsión,1,112
2023,Baja California Sur,Homicidio,1,111
2023,Baja California Sur,Feminicidio,1,2
2023,Baja California Sur,Secuestro,1,1
2023,Campeche,Otros Delitos,0,10744
2023,Campeche,Otros Delitos Contra el Patrimonio,0,10619
2023,Campeche,Violencia familiar,1,2151
2023,Campeche,Robo con violencia,1,948
2023,Campeche,Delitos Sexuales,0,789
2023,Campeche,Narcomenudeo,1,272
2023,Campeche,Homicidio,1,216
2023,Campeche,Extorsión,1,96
2023,Campeche,Feminicidio,1,12
2023,Campeche,Secuestro,1,2
2023,Chiapas,Otros Delitos,0,7028
2023,Chiapas,Otros Delitos Contra el Patrimonio,0,3939
2023,Chiapas,Homicidio,1,1277
2023,Chiapas,Violencia familiar,1,972
2023,Chiapas,Robo con violencia,1,825
2023,Chiapas,Delitos Sexuales,0,599
2023,Chiapas,Narcomenudeo,1,385
2023,Chiapas,Feminicidio,1,35
2023,Chiapas,Extorsión,1,18
2023,Chiapas,Secuestro,1,17
2023,Chihuahua,Otros Delitos Contra el Patrimonio,0,32074
2023,Chihuahua,Otros Delitos,0,17129
2023,Chihuahua,Violencia familiar,1,14165
2023,Chihuahua,Delitos Sexuales,0,3889
2023,Chihuahua,Narcomenudeo,1,3211
2023,Chihuahua,Homicidio,1,2085
2023,Chihuahua,Robo con violencia,1,1328
2023,Chihuahua,Secuestro,1,48
2023,Chihuahua,Feminicidio,1,47
2023,Chihuahua,Extorsión,1,5
2023,Ciudad de México,Otros Delitos Contra el Patrimonio,0,109439
2023,Ciudad de México,Otros Delitos,0,56910
2023,Ciudad de México,Violencia familiar,1,37578
2023,Ciudad de México,Robo con violencia,1,14960
2023,Ciudad de México,Delitos Sexuales,0,9157
2023,Ciudad de México,Narcomenudeo,1,4379
2023,Ciudad de México,Homicidio,1,1467
2023,Ciudad de México,Extorsión,1,496
2023,Ciudad de México,Feminicidio,1,59
2023,Ciudad de México,Secuestro,1,29
2023,Coahuila de Zaragoza,Otros Delitos Contra el Patrimonio,0,18075
2023,Coahuila de Zaragoza,Otros Delitos,0,17474
2023,Coahuila de Zaragoza,Violencia familiar,1,12379
2023,Coahuila de Zaragoza,Narcomenudeo,1,9054
2023,Coahuila de Zaragoza,Delitos Sexuales,0,1905
2023,Coahuila de Zaragoza,Robo con violencia,1,433
2023,Coahuila de Zaragoza,Homicidio,1,407
2023,Coahuila de Zaragoza,Extorsión,1,30
2023,Coahuila de Zaragoza,Feminicidio,1,11
2023,Coahuila de Zaragoza,Secuestro,1,3
2023,Colima,Otros Delitos Contra el Patrimonio,0,12196
2023,Colima,Otros Delitos,0,7688
2023,Colima,Violencia familiar,1,4069
2023,Colima,Narcomenudeo,1,2243
2023,Colima,Homicidio,1,936
2023,Colima,Delitos Sexuales,0,667
2023,Colima,Extorsión,1,143
2023,Colima,Robo con violencia,1,110
2023,Colima,Feminicidio,1,21
2023,Colima,Secuestro,1,5
2023,Durango,Otros Delitos Contra el Patrimonio,0,8352
2023,Durango,Otros Delitos,0,6215
2023,Durango,Violencia familiar,1,5018
2023,Durango,Delitos Sexuales,0,944
2023,Durango,Narcomenudeo,1,912
2023,Durango,Robo con violencia,1,423
2023,Durango,Homicidio,1,291
2023,Durango,Extorsión,1,40
2023,Durango,Feminicidio,1,10
2023,Durango,Secuestro,1,0
2023,Guanajuato,Otros Delitos,0,52349
2023,Guanajuato,Otros Delitos Contra el Patrimonio,0,43942
2023,Guanajuato,Narcomenudeo,1,19876
2023,Guanajuato,Violencia familiar,1,14695
2023,Guanajuato,Robo con violencia,1,9059
2023,Guanajuato,Homicidio,1,3640
2023,Guanajuato,Delitos Sexuales,0,2917
2023,Guanajuato,Extorsión,1,801
2023,Guanajuato,Feminicidio,1,26
2023,Guanajuato,Secuestro,1,6
2023,Guerrero,Otros Delitos,0,10058
2023,Guerrero,Otros Delitos Contra el Patrimonio,0,7540
2023,Guerrero,Violencia familiar,1,3472
2023,Guerrero,Robo con violencia,1,2326
2023,Guerrero,Homicidio,1,1822
2023,Guerrero,Delitos Sexuales,0,1023
2023,Guerrero,Narcomenudeo,1,781
2023,Guerrero,Extorsión,1,150
2023,Guerrero,Feminicidio,1,15
2023,Guerrero,Secuestro,1,14
2023,Hidalgo,Otros Delitos,0,27102
2023,Hidalgo,Otros Delitos Contra el Patrimonio,0,15557
2023,Hidalgo,Violencia familiar,1,7535
2023,Hidalgo,Robo con violencia,1,3677
2023,Hidalgo,Delitos Sexuales,0,1995
2023,Hidalgo,Narcomenudeo,1,580
2023,Hidalgo,Homicidio,1,379
2023,Hidalgo,Extorsión,1,365
2023,Hidalgo,Feminicidio,1,20
2023,Hidalgo,Secuestro,1,15
2023,Jalisco,Otros Delitos Contra el Patrimonio,0,46070
2023,Jalisco,Otros Delitos,0,43837
2023,Jalisco,Violencia familiar,1,16904
2023,Jalisco,Robo con violencia,1,13916
2023,Jalisco,Delitos Sexuales,0,6089
2023,Jalisco,Homicidio,1,2495
2023,Jalisco,Narcomenudeo,1,1735
2023,Jalisco,Extorsión,1,588
2023,Jalisco,Feminicidio,1,37
2023,Jalisco,Secuestro,1,16
2023,Michoacán de Ocampo,Otros Delitos,0,18876
2023,Michoacán de Ocampo,Otros Delitos Contra el Patrimonio,0,16352
2023,Michoacán de Ocampo,Robo con violencia,1,4580
2023,Michoacán de Ocampo,Homicidio,1,2680
2023,Michoacán de Ocampo,Narcomenudeo,1,2159
2023,Michoacán de Ocampo,Violencia familiar,1,1479
2023,Michoacán de Ocampo,Delitos Sexuales,0,1447
2023,Michoacán de Ocampo,Extorsión,1,241
2023,Michoacán de Ocampo,Secuestro,1,23
2023,Michoacán de Ocampo,Feminicidio,1,16
2023,Morelos,Otros Delitos Contra el Patrimonio,0,18802
2023,Morelos,Otros Delitos,0,13626
2023,Morelos,Violencia familiar,1,5877
2023,Morelos,Robo con violencia,1,4756
2023,Morelos,Homicidio,1,1594
2023,Morelos,Delitos Sexuales,0,1207
2023,Morelos,Narcomenudeo,1,531
2023,Morelos,Extorsión,1,236
2023,Morelos,Feminicidio,1,45
2023,Morelos,Secuestro,1,29
2023,México,Otros Delitos,0,160231
2023,México,Otros Delitos Contra el Patrimonio,0,108818
2023,México,Robo con violencia,1,63013
2023,México,Violencia familiar,1,28650
2023,México,Delitos Sexuales,0,14427
2023,México,Extorsión,1,4010
2023,México,Homicidio,1,3754
2023,México,Narcomenudeo,1,2792
2023,México,Feminicidio,1,89
2023,México,Secuestro,1,69
2023,Nayarit,Otros Delitos,0,4810
2023,Nayarit,Otros Delitos Contra el Patrimonio,0,3029
2023,Nayarit,Violencia familiar,1,2310
2023,Nayarit,Delitos Sexuales,0,764
2023,Nayarit,Narcomenudeo,1,750
2023,Nayarit,Homicidio,1,366
2023,Nayarit,Robo con violencia,1,288
2023,Nayarit,Extorsión,1,37
2023,Nayarit,Feminicidio,1,6
2023,Nayarit,Secuestro,1,5
2023,Nuevo León,Otros Delitos,0,33650
2023,Nuevo León,Otros Delitos Contra el Patrimonio,0,25800
2023,Nuevo León,Violencia familiar,1,20320
2023,Nuevo León,Narcomenudeo,1,7677
2023,Nuevo León,Delitos Sexuales,0,4331
2023,Nuevo León,Robo con violencia,1,2426
2023,Nuevo León,Homicidio,1,1944
2023,Nuevo León,Extorsión,1,797
2023,Nuevo León,Feminicidio,1,73
2023,Nuevo León,Secuestro,1,17
2023,Oaxaca,Otros Delitos,0,13887
2023,Oaxaca,Otros Delitos Contra el Patrimonio,0,13019
2023,Oaxaca,Violencia familiar,1,7428
2023,Oaxaca,Robo con violencia,1,3270
2023,Oaxaca,Homicidio,1,2062
2023,Oaxaca,Delitos Sexuales,0,1703
2023,Oaxaca,Narcomenudeo,1,626
2023,Oaxaca,Extorsión,1,140
2023,Oaxaca,Feminicidio,1,39
2023,Oaxaca,Secuestro,1,25
2023,Puebla,Otros Delitos Contra el Patrimonio,0,28477
2023,Puebla,Otros Delitos,0,19218
2023,Puebla,Robo con violencia,1,15184
2023,Puebla,Violencia familiar,1,8804
2023,Puebla,Delitos Sexuales,0,2183
2023,Puebla,Narcomenudeo,1,1984
2023,Puebla,Homicidio,1,1228
2023,Puebla,Extorsión,1,117
2023,Puebla,Feminicidio,1,35
2023,Puebla,Secuestro,1,14
2023,Querétaro,Otros Delitos Contra el Patrimonio,0,29123
2023,Querétaro,Otros Delitos,0,20952
2023,Querétaro,Violencia familiar,1,5865
2023,Querétaro,Robo con violencia,1,2631
2023,Querétaro,Delitos Sexuales,0,2251
2023,Querétaro,Narcomenudeo,1,1783
2023,Querétaro,Homicidio,1,538
2023,Querétaro,Extorsión,1,169
2023,Querétaro,Secuestro,1,13
2023,Querétaro,Feminicidio,1,9
2023,Quintana Roo,Otros Delitos Contra el Patrimonio,0,23174
2023,Quintana Roo,Otros Delitos,0,15870
2023,Quintana Roo,Violencia familiar,1,6745
2023,Quintana Roo,Robo con violencia,1,2458
2023,Quintana Roo,Narcomenudeo,1,2202
2023,Quintana Roo,Delitos Sexuales,0,2145
2023,Quintana Roo,Homicidio,1,1596
2023,Quintana Roo,Extorsión,1,116
2023,Quintana Roo,Feminicidio,1,17
2023,Quintana Roo,Secuestro,1,4
2023,San Luis Potosí,Otros Delitos Contra el Patrimonio,0,21710
2023,San Luis Potosí,Otros Delitos,0,15253
2023,San Luis Potosí,Violencia familiar,1,9320
2023,San Luis Potosí,Narcomenudeo,1,6715
2023,San Luis Potosí,Robo con violencia,1,5189
2023,San Luis Potosí,Delitos Sexuales,0,1707
2023,San Luis Potosí,Homicidio,1,740
2023,San Luis Potosí,Extorsión,1,107
2023,San Luis Potosí,Feminicidio,1,12
2023,San Luis Potosí,Secuestro,1,8
2023,Sinaloa,Otros Delitos,0,9656
2023,Sinaloa,Otros Delitos Contra el Patrimonio,0,9618
2023,Sinaloa,Violencia familiar,1,7601
2023,Sinaloa,Robo con violencia,1,4134
2023,Sinaloa,Homicidio,1,1150
2023,Sinaloa,Delitos Sexuales,0,1140
2023,Sinaloa,Narcomenudeo,1,266
2023,Sinaloa,Extorsión,1,47
2023,Sinaloa,Feminicidio,1,29
2023,Sinaloa,Secuestro,1,4
2023,Sonora,Otros Delitos,0,10716
2023,Sonora,Violencia familiar,1,8101
2023,Sonora,Otros Delitos Contra el Patrimonio,0,7695
2023,Sonora,Robo con violencia,1,4245
2023,Sonora,Narcomenudeo,1,2738
2023,Sonora,Homicidio,1,1386
2023,Sonora,Delitos Sexuales,0,1125
2023,Sonora,Extorsión,1,73
2023,Sonora,Feminicidio,1,30
2023,Sonora,Secuestro,1,16
2023,Tabasco,Otros Delitos,0,20488
2023,Tabasco,Otros Delitos Contra el Patrimonio,0,11950
2023,Tabasco,Violencia familiar,1,7514
2023,Tabasco,Robo con violencia,1,2358
2023,Tabasco,Delitos Sexuales,0,801
2023,Tabasco,Homicidio,1,718
2023,Tabasco,Extorsión,1,102
2023,Tabasco,Narcomenudeo,1,30
2023,Tabasco,Feminicidio,1,18
2023,Tabasco,Secuestro,1,12
2023,Tamaulipas,Otros Delitos Contra el Patrimonio,0,13823
2023,Tamaulipas,Otros Delitos,0,12728
2023,Tamaulipas,Violencia familiar,1,8785
2023,Tamaulipas,Robo con violencia,1,3198
2023,Tamaulipas,Delitos Sexuales,0,1646
2023,Tamaulipas,Homicidio,1,1113
2023,Tamaulipas,Narcomenudeo,1,210
2023,Tamaulipas,Extorsión,1,111
2023,Tamaulipas,Feminicidio,1,17
2023,Tamaulipas,Secuestro,1,17
2023,Tlaxcala,Otros Delitos Contra el Patrimonio,0,2041
2023,Tlaxcala,Robo con violencia,1,1095
2023,Tlaxcala,Otros Delitos,0,441
2023,Tlaxcala,Homicidio,1,141
2023,Tlaxcala,Narcomenudeo,1,102
2023,Tlaxcala,Delitos Sexuales,0,24
2023,Tlaxcala,Violencia familiar,1,18
2023,Tlaxcala,Feminicidio,1,12
2023,Tlaxcala,Extorsión,1,3
2023,Tlaxcala,Secuestro,1,2
2023,Veracruz de Ignacio de la Llave,Otros Delitos,0,32381
2023,Veracruz de Ignacio de la Llave,Otros Delitos Contra el Patrimonio,0,28601
2023,Veracruz de Ignacio de la Llave,Violencia familiar,1,11796
2023,Veracruz de Ignacio de la Llave,Robo con violencia,1,6143
2023,Veracruz de Ignacio de la Llave,Narcomenudeo,1,2662
2023,Veracruz de Ignacio de la Llave,Delitos Sexuales,0,2169
2023,Veracruz de Ignacio de la Llave,Homicidio,1,1814
2023,Veracruz de Ignacio de la Llave,Extorsión,1,881
2023,Veracruz de Ignacio de la Llave,Feminicidio,1,45
2023,Veracruz de Ignacio de la Llave,Secuestro,1,28
2023,Yucatán,Otros Delitos,0,1843
2023,Yucatán,Otros Delitos Contra el Patrimonio,0,1477
2023,Yucatán,Narcomenudeo,1,391
2023,Yucatán,Violencia familiar,1,193
2023,Yucatán,Delitos Sexuales,0,166
2023,Yucatán,Homicidio,1,165
2023,Yucatán,Robo con violencia,1,23
2023,Yucatán,Extorsión,1,14
2023,Yucatán,Feminicidio,1,8
2023,Yucatán,Secuestro,1,0
2023,Zacatecas,Otros Delitos,0,9714
2023,Zacatecas,Otros Delitos Contra el Patrimonio,0,9178
2023,Zacatecas,Violencia familiar,1,3673
2023,Zacatecas,Robo con violencia,1,1882
2023,Zacatecas,Homicidio,1,1051
2023,Zacatecas,Delitos Sexuales,0,753
2023,Zacatecas,Narcomenudeo,1,297
2023,Zacatecas,Extorsión,1,76
2023,Zacatecas,Feminicidio,1,13
2023,Zacatecas,Secuestro,1,9
2024,Aguascalientes,Otros Delitos Contra el Patrimonio,0,19143
2024,Aguascalientes,Otros Delitos,0,15983
2024,Aguascalientes,Violencia familiar,1,3358
2024,Aguascalientes,Narcomenudeo,1,2182
2024,Aguascalientes,Robo con violencia,1,1391
2024,Aguascalientes,Delitos Sexuales,0,567
2024,Aguascalientes,Homicidio,1,246
2024,Aguascalientes,Extorsión,1,110
2024,Aguascalientes,Feminicidio,1,7
2024,Aguascalientes,Secuestro,1,2
2024,Baja California,Otros Delitos Contra el Patrimonio,0,37587
2024,Baja California,Otros Delitos,0,32495
2024,Baja California,Violencia familiar,1,14729
2024,Baja California,Narcomenudeo,1,8180
2024,Baja California,Robo con violencia,1,7172
2024,Baja California,Delitos Sexuales,0,4541
2024,Baja California,Homicidio,1,2542
2024,Baja California,Extorsión,1,98
2024,Baja California,Feminicidio,1,38
2024,Baja California,Secuestro,1,15
2024,Baja California Sur,Otros Delitos Contra el Patrimonio,0,10025
2024,Baja California Sur,Otros Delitos,0,8956
2024,Baja California Sur,Violencia familiar,1,3344
2024,Baja California Sur,Narcomenudeo,1,1054
2024,Baja California Sur,Delitos Sexuales,0,931
2024,Baja California Sur,Robo con violencia,1,445
2024,Baja California Sur,Homicidio,1,142
2024,Baja California Sur,Extorsión,1,93
2024,Baja California Sur,Feminicidio,1,8
2024,Baja California Sur,Secuestro,1,2
2024,Campeche,Otros Delitos,0,5115
2024,Campeche,Otros Delitos Contra el Patrimonio,0,4473
2024,Campeche,Violencia familiar,1,1186
2024,Campeche,Delitos Sexuales,0,549
2024,Campeche,Robo con violencia,1,503
2024,Campeche,Narcomenudeo,1,350
2024,Campeche,Homicidio,1,197
2024,Campeche,Extorsión,1,55
2024,Campeche,Feminicidio,1,6
2024,Campeche,Secuestro,1,0
2024,Chiapas,Otros Delitos,0,6153
2024,Chiapas,Otros Delitos Contra el Patrimonio,0,3525
2024,Chiapas,Homicidio,1,1426
2024,Chiapas,Robo con violencia,1,924
2024,Chiapas,Violencia familiar,1,845
2024,Chiapas,Delitos Sexuales,0,500
2024,Chiapas,Narcomenudeo,1,255
2024,Chiapas,Feminicidio,1,32
2024,Chiapas,Secuestro,1,23
2024,Chiapas,Extorsión,1,22
2024,Chihuahua,Otros Delitos Contra el Patrimonio,0,33221
2024,Chihuahua,Otros Delitos,0,18919
2024,Chihuahua,Violencia familiar,1,14235
2024,Chihuahua,Narcomenudeo,1,5061
2024,Chihuahua,Delitos Sexuales,0,3872
2024,Chihuahua,Homicidio,1,2014
2024,Chihuahua,Robo con violencia,1,1367
2024,Chihuahua,Secuestro,1,51
2024,Chihuahua,Feminicidio,1,47
2024,Chihuahua,Extorsión,1,6
2024,Ciudad de México,Otros Delitos Contra el Patrimonio,0,99885
2024,Ciudad de México,Otros Delitos,0,56585
2024,Ciudad de México,Violencia familiar,1,36256
2024,Ciudad de México,Robo con violencia,1,14153
2024,Ciudad de México,Delitos Sexuales,0,8332
2024,Ciudad de México,Narcomenudeo,1,4900
2024,Ciudad de México,Homicidio,1,1663
2024,Ciudad de México,Extorsión,1,473
2024,Ciudad de México,Feminicidio,1,68
2024,Ciudad de México,Secuestro,1,23
2024,Coahuila de Zaragoza,Otros Delitos,0,19060
2024,Coahuila de Zaragoza,Otros Delitos Contra el Patrimonio,0,18052
2024,Coahuila de Zaragoza,Violencia familiar,1,13022
2024,Coahuila de Zaragoza,Narcomenudeo,1,8731
2024,Coahuila de Zaragoza,Delitos Sexuales,0,1917
2024,Coahuila de Zaragoza,Homicidio,1,399
2024,Coahuila de Zaragoza,Robo con violencia,1,383
2024,Coahuila de Zaragoza,Extorsión,1,51
2024,Coahuila de Zaragoza,Feminicidio,1,20
2024,Coahuila de Zaragoza,Secuestro,1,2
2024,Colima,Otros Delitos Contra el Patrimonio,0,10085
2024,Colima,Otros Delitos,0,7659
2024,Colima,Violencia familiar,1,4245
2024,Colima,Narcomenudeo,1,1549
2024,Colima,Homicidio,1,877
2024,Colima,Delitos Sexuales,0,681
2024,Colima,Extorsión,1,138
2024,Colima,Robo con violencia,1,79
2024,Colima,Feminicidio,1,6
2024,Colima,Secuestro,1,6
2024,Durango,Otros Delitos Contra el Patrimonio,0,6764
2024,Durango,Otros Delitos,0,5656
2024,Durango,Violencia familiar,1,5004
2024,Durango,Delitos Sexuales,0,901
2024,Durango,Narcomenudeo,1,807
2024,Durango,Robo con violencia,1,396
2024,Durango,Homicidio,1,284
2024,Durango,Extorsión,1,35
2024,Durango,Feminicidio,1,11
2024,Durango,Secuestro,1,0
2024,Guanajuato,Otros Delitos,0,55844
2024,Guanajuato,Otros Delitos Contra el Patrimonio,0,44486
2024,Guanajuato,Narcomenudeo,1,20211
2024,Guanajuato,Violencia familiar,1,15958
2024,Guanajuato,Robo con violencia,1,9974
2024,Guanajuato,Homicidio,1,3772
2024,Guanajuato,Delitos Sexuales,0,2812
2024,Guanajuato,Extorsión,1,1027
2024,Guanajuato,Feminicidio,1,15
2024,Guanajuato,Secuestro,1,9
2024,Guerrero,Otros Delitos,0,9210
2024,Guerrero,Otros Delitos Contra el Patrimonio,0,7590
2024,Guerrero,Violencia familiar,1,2785
2024,Guerrero,Robo con violencia,1,2475
2024,Guerrero,Homicidio,1,1800
2024,Guerrero,Delitos Sexuales,0,895
2024,Guerrero,Narcomenudeo,1,718
2024,Guerrero,Extorsión,1,139
2024,Guerrero,Feminicidio,1,22
2024,Guerrero,Secuestro,1,10
2024,Hidalgo,Otros Delitos,0,27542
2024,Hidalgo,Otros Delitos Contra el Patrimonio,0,14142
2024,Hidalgo,Violencia familiar,1,6802
2024,Hidalgo,Robo con violencia,1,2872
2024,Hidalgo,Delitos Sexuales,0,1763
2024,Hidalgo,Narcomenudeo,1,635
2024,Hidalgo,Homicidio,1,428
2024,Hidalgo,Extorsión,1,311
2024,Hidalgo,Feminicidio,1,20
2024,Hidalgo,Secuestro,1,14
2024,Jalisco,Otros Delitos Contra el Patrimonio,0,43641
2024,Jalisco,Otros Delitos,0,41595
2024,Jalisco,Violencia familiar,1,14550
2024,Jalisco,Robo con violencia,1,13021
2024,Jalisco,Delitos Sexuales,0,6289
2024,Jalisco,Homicidio,1,2411
2024,Jalisco,Narcomenudeo,1,1983
2024,Jalisco,Extorsión,1,543
2024,Jalisco,Feminicidio,1,36
2024,Jalisco,Secuestro,1,16
